Sr#,Project_Title,Approval_Status,Approved_Date,Total_Cost,Foreign Loan,Expenditure_2024,Throwforward_2025,Rupee_Funding,Allocation_2024_25,Type,Ministry,Utilization%,Approval_Year,Approval_Month
632,"Rehabilitation & Up gradation of Existing Facilities at PSC, Islamabad for Preparation / Holding of South Asian Games- 2021-22",DDWP,2022-02-15,1949.61,0.0,1637.52,312.083,312.083,312.083,On-going,INTER PROVINCIAL COORDINATION DIVISION,83.99218305,2022.0,2.0
633,Rehabilitation / Up-gradation of Existing Facilities at PSB Coaching Centre at Karachi,DDWP,2021-05-19,397.886,0.0,110.334,287.552,180.0,180.0,On-going,INTER PROVINCIAL COORDINATION DIVISION,27.73005333,2021.0,5.0
634,"Replacement of Synthetic Hockey Turfs in Seven Cities viz. Islamabad, Faisalabad, Wah Cantt, Peshawar, Quetta, Muzaffarabad & Swat",DDWP,2022-02-15,817.071,0.0,645.605,171.466,171.466,171.466,On-going,INTER PROVINCIAL COORDINATION DIVISION,79.0145532,2022.0,2.0
635,"Providing and Installation of Electronic Displays and Scoring System of Different Sports Facilities at Pakistan Sports Complex, Islamabad and PSB Coaching Centers",DDWP,2022-12-04,1769.77,0.0,36.0,1733.77,735.394,735.394,On-going,INTER PROVINCIAL COORDINATION DIVISION,2.034162631,2022.0,12.0
636,"Provision of Missing Facilities for South Asian Games viz. Warm-Up Track, Heat Exchanger, Residential Flats for Coaches, Revamping of Multipurpose Halls, Fencing Wall,  5-A  Side Hockey Ground, Futsal Ground  & Master Planning of Pakistan Sports Complex Islamabad.",DDWP,2022-12-04,638.954,0.0,250.525,388.429,388.429,388.429,On-going,INTER PROVINCIAL COORDINATION DIVISION,39.20861283,2022.0,12.0
637,"Construction of Swimming Pool at PSB Coaching Centre, Karachi",DDWP,2022-12-04,574.197,0.0,0.0,574.197,200.0,200.0,New,INTER PROVINCIAL COORDINATION DIVISION,0.0,2022.0,12.0
638,Rehabilitation / Up-gradation of Existing Facilities at PSB Coaching Centre at Quetta,DDWP,2021-05-26,379.311,0.0,0.0,379.311,150.0,150.0,New,INTER PROVINCIAL COORDINATION DIVISION,0.0,2021.0,5.0
639,Holding of National Games,DDWP,2022-06-13,697.4,0.0,0.0,697.4,317.0,317.0,New,INTER PROVINCIAL COORDINATION DIVISION,0.0,2022.0,6.0
640,Construction of 250 Mini Sports Complexes (50:50) (PC-II),DDWP,2023-01-06,5000.0,0.0,0.0,5000.0,300.0,300.0,New,INTER PROVINCIAL COORDINATION DIVISION,0.0,2023.0,1.0
641,Airconditioning of Liaqat Gymnazium at Pakistan Sports Complex,DDWP,2024-06-27,500.0,0.0,0.0,500.0,250.0,250.0,New,INTER PROVINCIAL COORDINATION DIVISION,0.0,2024.0,6.0
642,"Construction of 10th Avenue , Islamabad",ECNEC,2021-11-24,12139.67,0.0,3506.25,8633.42,400.0,400.0,On-going,INTERIOR DIVISION,28.88258083,2021.0,11.0
643,"Construction of Additional Family Suits for the Members of Parliament including 500 Servant Quarters at G-5/2, Islamabad.",ECNEC,2010-10-21,6908.4,0.0,1344.84,5563.56,2000.0,2000.0,On-going,INTERIOR DIVISION,19.46673615,2010.0,10.0
644,Construction of Buiding for 13 Regional Passport Offices in Sindh Province,DDWP,2021-05-25,915.478,0.0,553.004,362.474,108.652,108.652,On-going,INTERIOR DIVISION,60.40603925,2021.0,5.0
645,"Construction of Flyover and Approches at Railway line Sihala, Islamabad",DDWP,2021-05-25,952.379,0.0,587.722,364.657,50.0,50.0,On-going,INTERIOR DIVISION,61.71093651,2021.0,5.0
646,Construction of Model Prison at H- 16. Islamabad.,ECNEC,2016-07-20,3928.52,0.0,1667.5,2261.02,500.0,500.0,On-going,INTERIOR DIVISION,42.4460102,2016.0,7.0
647,Construction of office and troops accommodation BOQs with Quarter Guards at Fcon HQs Pehawar,DDWP,2021-05-25,203.9,0.0,138.9,65.0,65.0,65.0,On-going,INTERIOR DIVISION,68.12162825,2021.0,5.0
648,Establishment of Change mangement unit within ICT Police Islamabad.,IDWP,2021-11-06,704.817,0.0,419.643,285.174,285.174,285.174,On-going,INTERIOR DIVISION,59.53928467,2021.0,11.0
649,Integrated Border Management System (IBMS Phase-ll) (Ongoing),DDWP,2021-08-04,1418.21,0.0,950.0,468.207,150.0,150.0,On-going,INTERIOR DIVISION,66.98584836,2021.0,8.0
650,Operation Management & Maintenance of Metro Bus to New Islamabad International Airport (NIIA),CDWP,2023-03-08,2613.73,0.0,1891.67,722.06,100.0,100.0,On-going,INTERIOR DIVISION,72.37434624,2023.0,3.0
651,"Revamping of Cyber Crime Wing, FIA",DDWP,2020-01-31,1969.87,0.0,887.364,1082.5,100.0,100.0,On-going,INTERIOR DIVISION,45.0468305,2020.0,1.0
652,Up-gradation of 163 RPOs and 49 Pakistan Foreign Missions abroad,DDWP,2023-12-05,965.071,0.0,850.233,114.838,114.723,114.723,On-going,INTERIOR DIVISION,88.10056462,2023.0,12.0
653,"Up-gradation of Biomatric identification System for Passport Application. I & P, HQs Islamabad (revised)",DDWP,2023-12-05,994.956,0.0,124.683,870.273,150.0,150.0,On-going,INTERIOR DIVISION,12.53150893,2023.0,12.0
654,Foreign National Security and Allied Facilities,DDWP,2021-06-05,255.113,0.0,145.439,109.674,109.674,109.674,On-going,INTERIOR DIVISION,57.00963887,2021.0,6.0
655,"National Police Hospital, Islamabad",CDWP,2023-02-03,6479.88,0.0,1547.75,4932.13,600.0,600.0,On-going,INTERIOR DIVISION,23.88547319,2023.0,2.0
656,"Acquisition of Land for construction of National Counter Terrorism Authority HQs, Mauve Area G-11, Islamabad.",DDWP,2023-12-05,242.217,0.0,100.0,142.217,142.217,142.217,On-going,INTERIOR DIVISION,41.28529377,2023.0,12.0
657,Construction of 1 x Wing Headquarter at Ahmedwam (South Waziristan District),DDWP,2023-09-02,607.28,0.0,330.0,277.28,277.28,277.28,On-going,INTERIOR DIVISION,54.34066658,2023.0,9.0
658,Construction of 1 x Wing Headquarter at Gomalzam (South Waziristan District),DDWP,2023-09-02,607.28,0.0,370.0,237.28,237.28,237.28,On-going,INTERIOR DIVISION,60.92741404,2023.0,9.0
659,Rain Water Harvesting in Rural area of ICT Islamabad,IDWP,2020-01-09,115.296,0.0,25.0,90.296,50.0,50.0,On-going,INTERIOR DIVISION,21.68331946,2020.0,1.0
660,Construction of Three (03) Sewage Treatment Plants and,CDWP,2023-05-05,6076.28,0.0,0.0,6076.28,50.0,50.0,New,INTERIOR DIVISION,0.0,2023.0,5.0
661,Islamabad Dev. Working Party Schemes (List Annex-A),"Multiple
Approved
Schemes",,6604.32,0.0,0.0,6604.32,3000.0,3000.0,New,INTERIOR DIVISION,0.0,,
662,"Land Revenue Records Management System in Rural Area of ICT Phase-ll, Islamabad",CDWP,2021-07-10,192.737,0.0,0.0,192.737,30.0,30.0,New,INTERIOR DIVISION,0.0,2021.0,7.0
663,National Forensics and Cyber Crime Agency (NFCA),CDWP,2024-06-26,1364.0,0.0,0.0,1364.0,200.0,200.0,New,INTERIOR DIVISION,0.0,2024.0,6.0
664,Automation of Federal Courts/Tribunals  (Phase-II) (Revised),DDWP,2022-10-26,689.251,0.0,274.486,414.765,143.0,143.0,On-going,LAW & JUSTICE DIVISION,39.82380874,2022.0,10.0
665,Archiving and Digitization of Legislations and Record of Ministry of Law and Justice (Revised),DDWP,2022-10-26,135.933,0.0,62.991,72.942,8.0,8.0,On-going,LAW & JUSTICE DIVISION,46.3397409,2022.0,10.0
666,"Construction of  Legal Facilitation Center, Islamabad High Court at Constitution Avenue, G-5/1, Islamabad.",DDWP,2021-05-31,1876.7,0.0,1399.16,477.543,200.0,200.0,Ministry of Law and Justice,Ministry of Law and Justice,74.55427079,2021.0,5.0
667,"Strengthening of Planning & Monitoring Unit in Ministry of Law and Justice, Islamabad (Revised)",DDWP,2022-05-26,118.991,0.0,82.138,36.853,16.0,16.0,Ministry of Law and Justice,Ministry of Law and Justice,69.02875007,2022.0,5.0
668,"Construction of New Building for Supreme Court, Branch Registry at Karachi",CDWP,2020-12-10,4423.04,0.0,1006.39,3416.65,50.0,50.0,Ministry of Law and Justice,Monitoring Unit in Ministry of Law 26.05.2022,22.75335516,2020.0,12.0
669,Strengthening and Capacity Enhancement of Legal Wings of Ministry of Law and Justice and Federal Ministries /Divisions,DDWP,2022-05-26,173.09,0.0,36.254,136.836,31.0,31.0,Ministry of Law and Justice,Monitoring Unit in Ministry of Law 26.05.2022,20.94517303,2022.0,5.0
670,Construction of Federal Courts/Tribunals Complex  at Lahore,CDWP,2004-05-18,184.568,0.0,87.6,96.968,50.0,50.0,Ministry of Law and Justice and,Federal Ministries /Divisions,47.46218196,2004.0,5.0
671,Establishment of ICT Enabled Libraries at Federal Judicial Complexes at Islamabad and Peshawar.,DDWP,2023-03-30,82.93,0.0,20.989,61.941,32.0,32.0,Ministry of Law and Justice and,Federal Ministries /Divisions,25.309297,2023.0,3.0
672,"Construction of Litigants Facilitation Center For Litigants of District Courts in Sector G-10/1, Islamabad",CDWP,2024-03-05,1544.37,0.0,90.0,1454.37,300.0,300.0,Ministry of Law and Justice and,Federal Ministries /Divisions,5.827619029,2024.0,3.0
673,"Remodelling and Up-gradation Work of Federal Judicial Academy, H-8/4, Islamabad",DDWP,2024-04-22,389.933,0.0,0.0,389.933,100.0,100.0,New,Federal Ministries /Divisions,0.0,2024.0,4.0
674,Establishment of Export Oriented Fisheries Facilities & Infrastructure at Korangi Fisheries Harbour Authority (KoFHA),CDWP,2024-07-06,1048.61,1048.61,0.0,1048.61,0.0,534.206,New,MARITIME AFFAIRS DIVISION,0.0,2024.0,7.0
675,Modernization and Upgradation of Gaddani Ship Breaking & Recycling Industry (Mugsbri) & Development of Allied Facilities at Gaddani,CDWP,2024-07-06,12864.84,0.0,0.0,12864.84,672.0,672.0,New,MARITIME AFFAIRS DIVISION,0.0,2024.0,7.0
676,Survey and feasibility study of Construction of Eastbay Expressway Phase-II of Gwadar Port,DDWP,2023-11-21,93.794,0.0,0.0,93.794,93.794,93.794,New,MARITIME AFFAIRS DIVISION,0.0,2023.0,11.0
677,Gwadar Blue Economy Centre,CDWP,2024-06-27,1500.0,0.0,0.0,1500.0,250.0,250.0,New,MARITIME AFFAIRS DIVISION,0.0,2024.0,6.0
678,Land Acquisitio as per Gwadar Master Plan 750 Acres at Gadani Junubi,CDWP,2024-06-27,3920.0,0.0,0.0,3920.0,1000.0,1000.0,New,MARITIME AFFAIRS DIVISION,0.0,2024.0,6.0
679,Anciliary Facilities at GPA Housing Complex Gwadar,DDWP,2024-04-17,225.435,0.0,0.0,225.435,50.0,50.0,New,MARITIME AFFAIRS DIVISION,0.0,2024.0,4.0
680,Construction Of Model Addiction Treatment & Rehabilitation Center (MATRC) At Islamabad,DDWP,2021-06-04,456.378,0.0,286.873,169.505,169.505,169.505,On-going,NARCOTICS CONTROL DIVISION,62.85863911,2021.0,6.0
681,Commercialization of Potato Tissue Culture Technology in Pakistan,DDWP,2020-04-05,218.746,0.0,135.195,83.551,83.55,83.55,On-going,NATIONAL FOOD SECURITY & RESEARCH DIVISION,61.80455871,2020.0,4.0
682,Establishment of Consumer Sourcing Seed Authenticity System & Strengthening of Labs of FSC&RD,DDWP,2023-12-01,531.0,0.0,205.671,325.329,210.0,210.0,On-going,NATIONAL FOOD SECURITY & RESEARCH DIVISION,38.73276836,2023.0,12.0
683,Establishment of Plant Breeders' Rights Registry & Strengthening of DUS Examination System,DDWP,2021-02-02,430.0,0.0,232.326,197.674,60.0,60.0,On-going,NATIONAL FOOD SECURITY & RESEARCH DIVISION,54.02930233,2021.0,2.0
684,Establishment of Seed Certification Laboratory at Khuzdar & Turbat,DDWP,2024-05-20,135.0,0.0,28.652,106.348,276.95,276.95,On-going,NATIONAL FOOD SECURITY & RESEARCH DIVISION,21.2237037,2024.0,5.0
685,National Oilseed Enhancement Program,ECNEC,2019-08-28,4090.32,0.0,1134.1,2956.22,800.0,800.0,On-going,NATIONAL FOOD SECURITY & RESEARCH DIVISION,27.72643705,2019.0,8.0
686,National Peste des Petits Ruminants (PPR) Eradication Programme; Phase-I Risk Based PPR Control in Sheep and Goats of Pakistan,DDWP,2020-04-05,1787.71,0.0,514.054,1273.66,240.0,240.0,On-going,NATIONAL FOOD SECURITY & RESEARCH DIVISION,28.75488754,2020.0,4.0
687,National Program for Enhancing Command Areas in Barani Areas of Pakistan,ECNEC,2020-03-26,9358.87,0.0,2011.46,7347.41,1100.0,1100.0,On-going,NATIONAL FOOD SECURITY & RESEARCH DIVISION,21.49255199,2020.0,3.0
688,Pilot Shrimp Farming Cluster,ECNEC,2019-08-28,1350.33,0.0,578.801,771.529,491.87,491.87,On-going,NATIONAL FOOD SECURITY & RESEARCH DIVISION,42.86367036,2019.0,8.0
689,Productivity Enhancement of Rice,ECNEC,2019-08-28,3750.66,0.0,1430.1,2320.57,60.0,60.0,On-going,NATIONAL FOOD SECURITY & RESEARCH DIVISION,38.12928925,2019.0,8.0
690,Productivity Enhancement of Sugarcane,ECNEC,2019-08-28,1003.77,0.0,521.154,482.616,60.0,60.0,On-going,NATIONAL FOOD SECURITY & RESEARCH DIVISION,51.91966287,2019.0,8.0
691,Productivity Enhancement of Wheat,ECNEC,2019-08-28,5632.77,0.0,1891.14,3741.63,140.0,140.0,On-going,NATIONAL FOOD SECURITY & RESEARCH DIVISION,33.57388993,2019.0,8.0
692,Promoting Research for Productivity Enhancement in Pulses,DDWP,2019-11-29,1437.36,0.0,794.646,642.714,300.0,300.0,On-going,NATIONAL FOOD SECURITY & RESEARCH DIVISION,55.28510603,2019.0,11.0
693,Promotion of Olive Cultivation on Commercial Scale in Pakistan Phase-II,CDWP,2022-05-25,5014.92,0.0,1624.12,3390.8,1000.0,1000.0,On-going,NATIONAL FOOD SECURITY & RESEARCH DIVISION,32.38576089,2022.0,5.0
694,Promotion of Trout Farming in Northern Areas of Pakistan,CDWP,2019-04-07,1554.77,0.0,1022.33,532.44,200.7,200.7,On-going,NATIONAL FOOD SECURITY & RESEARCH DIVISION,65.75442027,2019.0,4.0
695,Sino-Pak Agricultural Breeding Innovations Project for Rapid Yield Enhancement,DDWP,2020-04-05,611.09,0.0,495.759,115.331,115.331,115.331,On-going,NATIONAL FOOD SECURITY & RESEARCH DIVISION,81.12700257,2020.0,4.0
696,Water Conservation in Barani Areas of Khyber Pakhtunkhwa,ECNEC,2019-08-28,5090.43,0.0,1899.93,3190.5,600.0,600.0,On-going,NATIONAL FOOD SECURITY & RESEARCH DIVISION,37.32356599,2019.0,8.0
697,Mainstreaming of Mountain Agricultural Research Center (MARC) for the Promotion of High,DDWP,2021-05-26,288.2,0.0,88.335,199.865,199.865,199.865,On-going,NATIONAL FOOD SECURITY & RESEARCH DIVISION,30.65058987,2021.0,5.0
698,Prime Minister's National Programme for Solarization of Agriculture Tubewells,ECNEC,2023-05-08,139513.28,0.0,0.0,139513.28,14000.0,14000.0,New,NATIONAL FOOD SECURITY & RESEARCH DIVISION,0.0,2023.0,5.0
699,Project Planning and Development Unit of Ministry of National Food Security and Research,DDWP,2024-05-20,126.0,0.0,0.0,126.0,42.0,42.0,New,NATIONAL FOOD SECURITY & RESEARCH DIVISION,0.0,2024.0,5.0
700,Horticulture Support Program (HSP),DDWP,2023-06-26,1000.0,0.0,0.0,1000.0,200.0,200.0,New,Development Unit of Ministry of 20.05.2024,0.0,2023.0,6.0
701,Establishment of Pakistan Animal Identification and Traceablity System,Under Process,,440.0,0.0,0.0,440.0,0.0,0.0,New,Development Unit of Ministry of 20.05.2024,0.0,,
702,National Program for Animal Disease Surveillance and Control - Track and Tracebility - Compliance with National and International Standards,CDWP,2024-07-06,4000.0,0.0,0.0,4000.0,1729.93,1729.93,New,Development Unit of Ministry of 20.05.2024,0.0,2024.0,7.0
703,National Agriculture Productivity Enhancement Programme (Feasibility),CDWP,2024-06-25,3000.0,0.0,0.0,3000.0,750.0,750.0,New,Development Unit of Ministry of 20.05.2024,0.0,2024.0,6.0
704,Pakistan Model Agriculture Research Centre (Feasibility),CDWP,2024-06-25,4000.0,0.0,0.0,4000.0,500.0,500.0,New,Development Unit of Ministry of 20.05.2024,0.0,2024.0,6.0
705,"Anti-Microbial Resistance (AMR) Containment and Infection Prevention and Control (IPC) Program, NIH",DDWP,2019-12-12,361.96,0.0,289.435,72.525,72.525,72.525,On-going,"NATIONAL HEALTH SERVICES, REGULATIONS & COORDINATION DIVISION",79.96325561,2019.0,12.0
706,Development of Integrated Diseases Surveillance and Response System (IDSRS),CDWP,2021-03-31,4544.0,0.0,420.834,4123.17,200.0,200.0,On-going,"NATIONAL HEALTH SERVICES, REGULATIONS & COORDINATION DIVISION",9.26131162,2021.0,3.0
707,Establishment of 200 Bed Centre for Excellenc for Gynaecology & Obstetrics Rwp,ECNEC,2018-07-03,8600.0,0.0,4112.86,4487.14,30.0,30.0,On-going,"NATIONAL HEALTH SERVICES, REGULATIONS & COORDINATION DIVISION",47.82395349,2018.0,7.0
708,Establishment of 200 Beds Accident & Emergency at PIMS at PIMS (PC-II),CDWP,2021-11-29,4825.03,0.0,2950.0,1875.03,800.0,800.0,On-going,"NATIONAL HEALTH SERVICES, REGULATIONS & COORDINATION DIVISION",61.13951623,2021.0,11.0
709,"Establishment of 04 BHUS in ICT, Islamabad",DDWP,2020-12-10,994.779,0.0,405.64,589.139,200.0,200.0,On-going,"NATIONAL HEALTH SERVICES, REGULATIONS & COORDINATION DIVISION",40.77689617,2020.0,12.0
710,"Establishment of CHC at Bhadana Kalan in ICT, Islamabad",DDWP,2021-05-28,465.635,0.0,148.969,316.666,100.0,100.0,On-going,"NATIONAL HEALTH SERVICES, REGULATIONS & COORDINATION DIVISION",31.99265519,2021.0,5.0
711,"Establishment of CHC at Bari Imam in ICT, Islamabad",DDWP,2021-06-05,663.455,0.0,228.919,434.536,100.0,100.0,On-going,"NATIONAL HEALTH SERVICES, REGULATIONS & COORDINATION DIVISION",34.50407337,2021.0,6.0
712,"Establishment of Jinnah Hospital, Islamabad (Establishment of Federal Government of Polyclinic (PGMI)-II at G-11/3, Islamabad",CDWP,2020-05-19,9913.73,0.0,2400.0,7513.73,300.0,300.0,On-going,"NATIONAL HEALTH SERVICES, REGULATIONS & COORDINATION DIVISION",24.20884975,2020.0,5.0
713,"Establishment of MNCHC at Gohra Shahan in ICT, Islamabad",DDWP,2021-05-28,537.573,0.0,247.62,289.953,100.0,100.0,On-going,"NATIONAL HEALTH SERVICES, REGULATIONS & COORDINATION DIVISION",46.06258127,2021.0,5.0
714,"Health System Strengtheing of ICT Health Department to Prevent/ control Emerging Communication Disease in ICT, Islamabad",DDWP,2020-06-05,263.024,0.0,186.733,76.291,76.291,76.291,On-going,"NATIONAL HEALTH SERVICES, REGULATIONS & COORDINATION DIVISION",70.99466208,2020.0,6.0
715,Implementation of National Action Plan on Population (2021-26),DDWP,2021-05-28,1998.82,0.0,215.0,1783.82,300.0,300.0,On-going,"NATIONAL HEALTH SERVICES, REGULATIONS & COORDINATION DIVISION",10.75634624,2021.0,5.0
716,"Establishment of King Salman Bin Abdulaziz Al Saud Hospital at Tarlai, ICT",CDWP,2015-02-12,2499.99,2000.0,75.0,2424.99,5.0,595.0,On-going,"NATIONAL HEALTH SERVICES, REGULATIONS & COORDINATION DIVISION",3.000012,2015.0,2.0
717,Need Assessment of Health Human Resources for Driving Innovation & Achieving SDGs human Resources for Driving Innovation,DDWP,2021-06-05,65.036,0.0,32.169,32.867,32.867,32.867,On-going,"NATIONAL HEALTH SERVICES, REGULATIONS & COORDINATION DIVISION",49.46337413,2021.0,6.0
718,Programme for Family Planning and Primary Health Care Gilgit Baltistan,DDWP,2021-05-28,925.7,0.0,127.224,798.476,100.0,100.0,On-going,"NATIONAL HEALTH SERVICES, REGULATIONS & COORDINATION DIVISION",13.74354543,2021.0,5.0
719,Purchase of New Electro-Medical Equipment to replacement the Obss&Old Fashioned with Regard to Stren & Enhance. Medical Care,CDWP,2022-11-05,921.9,0.0,614.299,307.601,307.601,307.601,On-going,"NATIONAL HEALTH SERVICES, REGULATIONS & COORDINATION DIVISION",66.6340167,2022.0,11.0
720,"Sehat Sahulat Program (SSP), Phase-II",ECNEC,2023-07-02,23000.0,0.0,11831.08,11168.92,550.0,550.0,On-going,"NATIONAL HEALTH SERVICES, REGULATIONS & COORDINATION DIVISION",51.43947826,2023.0,7.0
721,Strengthening Mother and Child Health EMONC 24/7 Service at Bhara Kahu ICT Islamabad,DDWP,2021-05-28,678.736,0.0,234.385,444.351,378.972,378.972,On-going,"NATIONAL HEALTH SERVICES, REGULATIONS & COORDINATION DIVISION",34.53257231,2021.0,5.0
722,Strenthening point of Entries of Pakistan & Directorate of Central Health Establishment (CHE),DDWP,2022-05-21,404.837,0.0,97.417,307.42,100.0,100.0,On-going,"NATIONAL HEALTH SERVICES, REGULATIONS & COORDINATION DIVISION",24.06326497,2022.0,5.0
723,"pgradation of Drugs Testing Facilities in Drug Control and Traditional Medicines Division NIH,",DDWP,2021-06-05,641.348,0.0,543.535,97.813,97.813,97.813,On-going,"NATIONAL HEALTH SERVICES, REGULATIONS & COORDINATION DIVISION",84.7488415,2021.0,6.0
724,Up-gradation of Neurosurgery Department and Provision of Essential Equipment in PIMS,CDWP,2021-04-06,2167.94,0.0,1454.42,713.516,100.0,100.0,On-going,"NATIONAL HEALTH SERVICES, REGULATIONS & COORDINATION DIVISION",67.08765003,2021.0,4.0
725,Up-gradation of Nursing School at Polyclinic Islamabad,DDWP,2020-01-20,129.0,0.0,77.988,51.012,51.012,51.012,On-going,"NATIONAL HEALTH SERVICES, REGULATIONS & COORDINATION DIVISION",60.45581395,2020.0,1.0
726,Up-gradation of Radiology Department at Shaikh Zayed Hospital Lahore,CDWP,2023-06-30,1929.0,0.0,1319.35,609.649,359.649,359.649,On-going,"NATIONAL HEALTH SERVICES, REGULATIONS & COORDINATION DIVISION",68.39554173,2023.0,6.0
727,Up-gradation of the Rural Health Facilities and Strengthening of the Health Department for Effective Health Care Provision,DDWP,2021-06-05,1061.77,0.0,973.263,88.511,88.511,88.511,On-going,"NATIONAL HEALTH SERVICES, REGULATIONS & COORDINATION DIVISION",91.66420223,2021.0,6.0
728,Establishment of Cancer Hospital at Islamabad,CDWP,2023-06-02,3406.17,0.0,1500.0,1906.17,1060.09,1060.09,On-going,"NATIONAL HEALTH SERVICES, REGULATIONS & COORDINATION DIVISION",44.03773153,2023.0,6.0
729,Provision of utilties for Establishment of Kig Hamad University of Nursing and Allied Sciences Islamabad by Governmen to Bahrin,DDWP,2023-12-04,879.49,0.0,498.494,380.996,380.996,380.996,On-going,"NATIONAL HEALTH SERVICES, REGULATIONS & COORDINATION DIVISION",56.67989403,2023.0,12.0
